LABEL,CLASS_0,CLASS_1,CLASS_2,CLASS_3,CLASS_4,CLASS_5,attractiveness,OBJECTID,GNIS_FEATU,FEATURE_NA,CTU_CLASS,COUNTY_GNI,COUNTY_COD,COUNTY_NAM,POPULATION,SHAPE_Leng,ORIG_FID,UNIQUE_ID,Shape_Length,Shape_Area,LABEL_1
UNIQU_1547,0,2078,1288,119936,5558,671,0.974415390910284,1548,664855,McCrea,TOWNSHIP,659489,45,Marshall,261,45295.632690400001593,2449,1547,45295.632690396239923,116573444.027524918317795,UNIQU_1547
UNIQU_1548,0,554,2400,91784,5030,23,0.980342916695894,1549,664918,Marshall,TOWNSHIP,659495,50,Mower,320,46549.659594600001583,330,1548,46549.659594562952407,89692941.703685909509659,UNIQU_1548
UNIQU_1549,0,194,32,459,2309,23,0.928140536957242,1550,2395817,Mahnomen,CITY,659488,44,Mahnomen,1233,12859.810616799999480,2638,1549,12859.810616788712650,2705412.188779985066503,UNIQU_1549
UNIQU_1550,0,154523,38443,3954,7700,3427,0.204201454479036,1551,664856,McDavitt,TOWNSHIP,662850,69,Saint Louis,427,58120.921010799997021,219,1550,58120.921010786063562,187205900.496196419000626,UNIQU_1550
UNIQU_1551,0,1258,115,6983,21592,103,0.956600445908622,1552,2395022,Marshall,CITY,659487,42,Lyon,13811,53048.390279699997336,541,1551,53048.390279665087292,27032487.393541131168604,UNIQU_1551
UNIQU_1552,0,6172,462,88518,4062,988,0.931937486277719,1553,664857,McDonaldsville,TOWNSHIP,659499,54,Norman,163,48742.403260500002943,2549,1552,48742.403260492050322,90193222.015888750553131,UNIQU_1552
UNIQU_1553,0,50,11406,80400,6866,5,0.930175129397227,1554,664919,Marshan,TOWNSHIP,659464,19,Dakota,1139,44010.560822200000985,688,1553,44010.560822249724879,88725115.133798465132713,UNIQU_1553
UNIQU_1554,0,227,435,91,335,0,0.572334558823529,1555,2395067,McGrath,CITY,663198,01,Aitkin,42,3991.037589189999835,2348,1554,3991.037589188096263,951244.913471227511764,UNIQU_1554
UNIQU_1555,0,469,1759,252,7708,6215,0.531030908980065,1556,2395818,Mahtomedi,CITY,659526,82,Washington,8055,30354.616116000001057,394,1555,30354.616115979388269,14758808.647831277921796,UNIQU_1555
UNIQU_1556,0,4660,9425,81587,4216,3916,0.867394320064737,1557,664921,Marshfield,TOWNSHIP,659486,41,Lincoln,244,44470.540963599996758,1337,1556,44470.540963583567645,93417016.684344425797462,UNIQU_1556
UNIQU_1557,0,80142,11445,4522,1712,177,0.192108002204127,1558,664860,McGregor,TOWNSHIP,663198,01,Aitkin,105,40589.131574500002898,6,1557,40589.131574489161721,88165691.174781054258347,UNIQU_1557
UNIQU_1558,0,353,1313,130113,6049,70,0.991475583402225,1559,664923,Martin,TOWNSHIP,659512,67,Rock,393,54277.585166700002446,598,1558,54277.585166688979371,124347275.648338600993156,UNIQU_1558
UNIQU_1559,0,31906,21387,10699,3545,825,0.380173195635002,1560,664877,Mahtowa,TOWNSHIP,659454,09,Carlton,572,32801.497703499997442,1013,1559,32801.497703506116522,61581370.448799729347229,UNIQU_1559
UNIQU_1560,0,4407,217,272,1415,121,0.344294154228856,1561,2395068,McGregor,CITY,663198,01,Aitkin,393,13562.628779999999097,2338,1560,13562.628780036900935,5816234.541762615554035,UNIQU_1560
UNIQU_1561,0,797,763,99458,3989,30,0.988526900044746,1562,664924,Martinsburg,TOWNSHIP,659510,65,Renville,149,38874.309718099997554,1531,1561,38874.309718073724071,94527431.992823854088783,UNIQU_1561
UNIQU_1562,0,13724,19006,48131,5238,17249,0.603241475403491,1563,664878,Maine,TOWNSHIP,659501,56,Otter Tail,695,38614.974316200001340,442,1562,38614.974316248481045,93014957.434949189424515,UNIQU_1562
UNIQU_1563,0,2335,297,95585,3429,594,0.971892605633803,1564,664925,Mary,TOWNSHIP,659499,54,Norman,59,38363.072688400003244,2498,1563,38363.072688360429311,92019518.904508426785469,UNIQU_1563
UNIQU_1564,0,1861,381,95052,4042,44,0.980790096666009,1565,664926,Marysland,TOWNSHIP,659520,76,Swift,98,42085.282845399997314,1473,1564,42085.282845376212208,91240947.589223325252533,UNIQU_1564
UNIQU_1565,0,728,106,794,1241,28,0.742216085605799,1566,2395072,McIntosh,CITY,659505,60,Polk,603,6451.538728690000426,2340,1565,6451.538728685258320,2611166.240785177331418,UNIQU_1565
UNIQU_1566,0,18418,7730,56292,6404,4920,0.721276822661149,1567,664927,Marysville,TOWNSHIP,659530,86,Wright,2092,64152.092244400002528,1384,1566,64152.092244426195975,84335730.479912191629410,UNIQU_1566
UNIQU_1567,0,2128,1842,15,415,125,0.304883977900552,1568,2395073,McKinley,CITY,662850,69,Saint Louis,102,14676.182695600000443,2334,1567,14676.182695558734849,4099573.194937177002430,UNIQU_1567
UNIQU_1568,0,2905,4634,87551,4456,3883,0.910296918659177,1569,664928,Mason,TOWNSHIP,659496,51,Murray,289,38585.084908299999370,417,1568,38585.084908327036828,93084397.659220471978188,UNIQU_1568
UNIQU_1569,0,44751,37313,555,2456,13356,0.227685383669779,1570,664929,Max,TOWNSHIP,659476,31,Itasca,134,45426.880909300001804,1815,1569,45426.880909337960475,88583301.851925939321518,UNIQU_1569
UNIQU_1570,0,16020,23104,128181,10336,9620,0.797606549147981,1571,664879,Maine Prairie,TOWNSHIP,659517,73,Stearns,1955,69270.068241899993154,266,1570,69270.068241939137806,168511077.996761143207550,UNIQU_1570
UNIQU_1571,0,3997,466,95738,4000,434,0.958800592535958,1572,664930,Maxwell,TOWNSHIP,659482,37,Lac qui Parle,154,38804.142567000002600,2467,1571,38804.142567020695424,94167420.033493384718895,UNIQU_1571
UNIQU_1572,0,50217,30991,10786,2915,7691,0.303305068226121,1573,664880,Malmo,TOWNSHIP,663198,01,Aitkin,367,38620.434920200001216,2633,1572,38620.434920221472566,92385904.454817950725555,UNIQU_1572
UNIQU_1573,0,37904,63734,64218,6045,1322,0.574675418391322,1574,664931,May,TOWNSHIP,659456,11,Cass,903,54178.260567800003628,614,1573,54178.260567839788564,155912543.450701534748077,UNIQU_1573
UNIQU_1574,0,10439,1089,88199,3480,3849,0.870184763114632,1575,664881,Malta,TOWNSHIP,659451,06,Big Stone,87,39274.042277499996999,1422,1574,39274.042277475884475,96350294.715909510850906,UNIQU_1574
UNIQU_1575,0,12357,18363,4232,5227,80,0.448096077895626,1576,664968,Midway,TOWNSHIP,662850,69,Saint Louis,1440,30593.241182500001742,2354,1575,30593.241182474514062,36198494.327620930969715,UNIQU_1575
UNIQU_1576,0,7327,37413,47055,7535,10769,0.638406343381865,1577,664932,May,TOWNSHIP,659526,82,Washington,2664,50651.938932199998817,1266,1576,50651.938932162949641,99146592.624912217259407,UNIQU_1576
UNIQU_1577,0,20982,4176,74118,4198,20,0.793133901482212,1578,664882,Malung,TOWNSHIP,659513,68,Roseau,396,38648.883024100003240,793,1577,38648.883024082890188,93144555.735321760177612,UNIQU_1577
UNIQU_1578,73,69697,23444,37516,1368,52,0.418175003974954,1579,2393297,McKinley,UNORGANIZED TERRITORY,659480,35,Kittson,0,43876.115407299999788,2579,1578,43876.115407319637598,118958766.635767892003059,UNIQU_1578
UNIQU_1579,0,0,249,4451,311,0,0.970185591698264,1580,2395317,Miesville,CITY,659464,19,Dakota,136,9245.115883649999887,303,1579,9245.115883652671982,4515469.449431497603655,UNIQU_1579
UNIQU_1580,0,101,157,1425,2274,70,0.936652594983859,1581,2395049,Mayer,CITY,659455,10,Carver,2542,14903.467665599999236,1848,1580,14903.467665576201398,3625172.971809923648834,UNIQU_1580
UNIQU_1581,0,954,1057,2748,3784,302,0.797083097795365,1582,2395318,Milaca,CITY,659493,48,Mille Lacs,3063,28877.476949700001569,39,1581,28877.476949672713090,7928513.470959693193436,UNIQU_1581
UNIQU_1582,0,32816,48275,20447,2922,283,0.438794000553736,1583,664862,McKinley,TOWNSHIP,659456,11,Cass,143,38817.296941000000515,2684,1582,38817.296940990432631,94277175.854184091091156,UNIQU_1582
UNIQU_1583,0,11050,2869,49462,2340,5,0.822423394090619,1584,664934,Mayfield,TOWNSHIP,659502,57,Pennington,49,31615.354146400000900,928,1583,31615.354146393914561,59155127.334523811936378,UNIQU_1583
UNIQU_1584,0,5545,2114,87895,5223,616,0.932195516455771,1585,664865,McPherson,TOWNSHIP,659452,07,Blue Earth,428,47674.241605499999423,2460,1584,47674.241605491508381,91224936.047831460833549,UNIQU_1584
UNIQU_1585,0,11573,5903,83082,4999,699,0.862064259900617,1586,664935,Mayhew Lake,TOWNSHIP,659450,05,Benton,857,39167.172779200001969,980,1585,39167.172779238586372,95642282.986214429140091,UNIQU_1585
UNIQU_1586,0,15697,21402,50459,6687,492,0.710139649767250,1587,664971,Milaca,TOWNSHIP,659493,48,Mille Lacs,1666,52317.687817099998938,2251,1586,52317.687817057485518,85306249.846479922533035,UNIQU_1586
UNIQU_1587,0,56622,23361,21194,3246,589,0.375638974593380,1588,664941,Meadow,TOWNSHIP,659524,80,Wadena,231,38826.567066600000544,2469,1587,38826.567066580726532,94486427.789766356348991,UNIQU_1587
UNIQU_1588,0,766,20,1269,678,52,0.729479353680431,1589,2395319,Milan,CITY,659457,12,Chippewa,418,8635.135685580000427,1268,1588,8635.135685576644391,2505299.970324289053679,UNIQU_1588
UNIQU_1589,0,242,4,570,910,0,0.872421784472769,1590,2395052,Maynard,CITY,659457,12,Chippewa,321,6390.652289700000438,1254,1589,6390.652289701684822,1556793.045188104268163,UNIQU_1589
UNIQU_1590,0,30082,60062,17126,3901,621,0.429905538857879,1591,664942,Meadow Brook,TOWNSHIP,659456,11,Cass,248,40129.976625099996454,1099,1590,40129.976625143382989,100622065.706595584750175,UNIQU_1590
UNIQU_1591,0,47,26369,57445,3998,230,0.817301819750480,1592,664937,Mayville,TOWNSHIP,659473,28,Houston,363,40094.660448199996608,1054,1591,40094.660448200120300,79290888.380661234259605,UNIQU_1591
UNIQU_1592,0,11241,11234,81758,5263,1715,0.832999433509275,1593,664973,Milford,TOWNSHIP,659453,08,Brown,689,68115.831860799997230,1082,1592,68115.831860847116332,100078722.915695995092392,UNIQU_1592
UNIQU_1593,0,141155,16094,11160,4794,678,0.209954509118305,1594,664944,Meadowlands,TOWNSHIP,662850,69,Saint Louis,314,59005.839011500000197,1768,1593,59005.839011515396123,156503494.861327558755875,UNIQU_1593
UNIQU_1594,0,20137,7417,69261,5692,56,0.779360003120034,1595,664938,Maywood,TOWNSHIP,659450,05,Benton,945,38446.210332800001197,243,1594,38446.210332794609712,92326648.471787124872208,UNIQU_1594
UNIQU_1595,0,163,84,2143,237,0,0.924971450323563,1596,2395330,Millerville,CITY,659466,21,Douglas,101,8875.667826400000195,669,1595,8875.667826402579522,2366590.317208635620773,UNIQU_1595
UNIQU_1596,0,13098,16650,32248,13200,16840,0.580401147377113,1597,2395352,Minnetrista,CITY,659472,27,Hennepin,8827,59514.912966000003507,1347,1596,59514.912965992480167,82756466.003799214959145,UNIQU_1596
UNIQU_1597,0,596,7,196,294,10,0.500815956482321,1598,2395077,Meadowlands,CITY,662850,69,Saint Louis,135,4589.556559519999610,1988,1597,4589.556559520702649,981909.166318536852486,UNIQU_1597
UNIQU_1598,0,2191,25120,31144,3729,1308,0.710957285957286,1599,664940,Mazeppa,TOWNSHIP,659523,79,Wabasha,654,45942.224682000000030,25,1598,45942.192199250785052,57066281.176104851067066,UNIQU_1598
UNIQU_1599,0,12605,13114,60638,4233,10798,0.703999487118791,1600,664975,Millerville,TOWNSHIP,659466,21,Douglas,429,47530.303401199998916,1992,1599,47530.303401174220198,91242049.988306209445000,UNIQU_1599
UNIQU_1600,0,3893,411,95861,4079,108,0.963026103955842,1601,664945,Meadows,TOWNSHIP,659528,84,Wilkin,51,38756.927380799999810,2156,1600,38756.927380754350452,93912986.265117436647415,UNIQU_1600
UNIQU_1601,0,24,144,22,270,6,0.755364806866953,1602,2395331,Millville,CITY,659523,79,Wabasha,153,3222.973934269999972,142,1601,3222.973934273802115,412458.376950203033630,UNIQU_1601
UNIQU_1602,0,51,373,881,2116,1,0.920894213909994,1603,2395080,Medford,CITY,659518,74,Steele,1383,21768.313795499998378,159,1602,21768.313795504840527,3046778.830340585205704,UNIQU_1602
UNIQU_1603,0,3421,4283,25258,2638,37263,0.411063228250278,1604,664999,Minnewaska,TOWNSHIP,659506,61,Pope,533,48556.180025599998771,742,1603,48556.180025648027367,65566370.378211475908756,UNIQU_1603
UNIQU_1604,0,115190,84429,3408,2528,431,0.248689716776868,1605,664977,Millward,TOWNSHIP,663198,01,Aitkin,65,57748.817136700003175,942,1604,57748.817136730453058,185362970.672471255064011,UNIQU_1604
UNIQU_1605,0,2174,7077,34589,3704,369,0.862838895498090,1606,664947,Medford,TOWNSHIP,659518,74,Steele,849,48936.663799699999799,2607,1605,48936.663799710273452,43065401.933100573718548,UNIQU_1605
UNIQU_1606,0,12118,11376,82103,5965,7590,0.787483214717336,1607,664978,Millwood,TOWNSHIP,659517,73,Stearns,959,45786.564186000003247,1482,1606,45786.564185979441390,107240851.737753227353096,UNIQU_1606
UNIQU_1607,0,65,11,0,405,32,0.810721247563353,1608,2395082,Medicine Lake,CITY,659472,27,Hennepin,327,4523.469056320000163,1697,1607,4523.469056324498524,457018.711159595230129,UNIQU_1607
UNIQU_1608,0,95326,1764,1328,2012,19,0.135175063962807,1609,665000,Minnie,TOWNSHIP,659449,04,Beltrami,22,38044.814936399998260,454,1608,38044.814936382346787,90398886.085652172565460,UNIQU_1608
UNIQU_1609,0,12813,8957,71989,6020,153,0.829294920545971,1610,664979,Milo,TOWNSHIP,659493,48,Mille Lacs,1587,49556.030236899998272,2360,1609,49556.030236861814046,89910939.695186749100685,UNIQU_1609
UNIQU_1610,0,13646,16623,27918,15124,4846,0.653246670163901,1611,2395084,Medina,CITY,659472,27,Hennepin,7250,37406.944868899998255,2395,1610,37406.944868927414063,70230020.404784142971039,UNIQU_1610
UNIQU_1611,0,33001,44168,3037,4733,14880,0.287894088299823,1612,665001,Mission,TOWNSHIP,659463,18,Crow Wing,840,40288.779633099999046,2076,1611,40288.779633094090968,89833877.790878951549530,UNIQU_1611
UNIQU_1612,0,19,0,238,484,0,0.976923076923077,1613,2395334,Milroy,CITY,659509,64,Redwood,256,3367.162018359999820,214,1612,3367.162018358034402,664984.852114345412701,UNIQU_1612
UNIQU_1613,0,8415,1235,86676,4573,2064,0.899201654963434,1614,664950,Medo,TOWNSHIP,659452,07,Blue Earth,328,42122.685696300002746,2178,1613,42122.685696254397044,92682918.485335007309914,UNIQU_1613
UNIQU_1614,0,2082,18076,77805,5447,82,0.876305414911298,1615,664981,Milton,TOWNSHIP,659465,20,Dodge,768,38674.813303499999165,1888,1614,38674.813303548100521,93153094.366216391324997,UNIQU_1614
UNIQU_1615,0,36335,15048,34799,4883,326,0.539820113577923,1616,665002,Mission Creek,TOWNSHIP,659503,58,Pine,564,36345.857344600000943,2071,1615,36345.857344633099274,82303548.084303066134453,UNIQU_1615
UNIQU_1616,0,936,2066,6741,16876,1266,0.879935449166218,1617,2395385,Monticello,CITY,659530,86,Wright,15087,52102.183070799997950,1715,1616,52102.183070753912034,25094399.440696954727173,UNIQU_1616
UNIQU_1617,0,15016,762,63370,2723,1845,0.811068374026470,1618,664951,Mehurin,TOWNSHIP,659482,37,Lac qui Parle,70,34931.952265400002943,1367,1617,34931.952265389729291,75354728.190394297242165,UNIQU_1617
UNIQU_1618,0,14505,22594,35255,5273,25140,0.496424922397268,1619,664983,Miltona,TOWNSHIP,659466,21,Douglas,936,45890.916803300002357,395,1618,45890.916803274150880,92478913.410169869661331,UNIQU_1618
UNIQU_1619,0,3447,793,96530,3900,60,0.965262102549413,1620,665003,Mitchell,TOWNSHIP,659528,84,Wilkin,80,38773.534311700001126,1158,1619,38773.534311681287363,94257257.467092677950859,UNIQU_1619
UNIQU_1620,0,34,19,731,210,0,0.957746478873239,1621,2395085,Meire Grove,CITY,659517,73,Stearns,177,4851.008229410000240,246,1620,4851.008229414363086,865899.814211909775622,UNIQU_1620
UNIQU_1621,0,267,157,735,752,13,0.819386694386694,1622,2395336,Miltona,CITY,659466,21,Douglas,447,7143.531284419999793,2415,1621,7143.531284422420867,1729175.121189654571936,UNIQU_1621
UNIQU_1622,0,402,315,4915,3153,83,0.928529544429409,1623,2395389,Montrose,CITY,659530,86,Wright,3983,37571.438362699998834,741,1622,37571.438362742810568,7994131.501508907414973,UNIQU_1622
UNIQU_1623,0,1864,1561,4543,710,0,0.698755473611431,1624,2395361,Mizpah,CITY,659481,36,Koochiching,63,12917.302884200000335,658,1623,12917.302884233875375,7820476.682401564903557,UNIQU_1623
UNIQU_1624,0,13024,10817,62889,9749,546,0.806670445761402,1625,664984,Minden,TOWNSHIP,659450,05,Benton,1462,79457.321001799995429,944,1624,79457.321001750868163,87293414.201359361410141,UNIQU_1624
UNIQU_1625,0,13363,15403,78054,5913,2276,0.795281238859567,1626,664954,Melrose,TOWNSHIP,659517,73,Stearns,732,51628.591568800002278,2046,1625,51628.591568765921693,103514756.950222253799438,UNIQU_1625
UNIQU_1626,0,2691,295,99303,3271,370,0.971973001038422,1627,665017,Moonshine,TOWNSHIP,659451,06,Big Stone,87,45108.491598599997815,1463,1626,45108.491598551176139,95339486.069850087165833,UNIQU_1626
UNIQU_1627,0,7183,17552,55608,5540,17428,0.666793468265722,1628,665005,Moe,TOWNSHIP,659466,21,Douglas,806,38559.418388600002800,556,1627,38559.418388608370151,92978337.758774831891060,UNIQU_1627
UNIQU_1628,0,1742,376,93759,5818,207,0.980369374497066,1629,665018,Moore,TOWNSHIP,659519,75,Stevens,280,40656.610642100000405,2602,1628,40656.610642055333301,91708462.138539656996727,UNIQU_1628
UNIQU_1629,0,740,329,2972,5276,227,0.885750209555742,1630,2395088,Melrose,CITY,659517,73,Stearns,3639,22441.806156700000429,2404,1629,22441.806156727354391,8565415.388990024104714,UNIQU_1629
UNIQU_1630,0,25327,55063,16633,2762,3311,0.426329828509351,1631,664985,Minerva,TOWNSHIP,659460,15,Clearwater,244,38521.974278399997274,451,1630,38521.974278437017347,92797645.649866670370102,UNIQU_1630
UNIQU_1631,0,5125,313,91454,3987,364,0.948991041355946,1632,665006,Moland,TOWNSHIP,659459,14,Clay,257,38177.725811800002703,1514,1631,38177.725811811906169,91118815.802933484315872,UNIQU_1631
UNIQU_1632,0,3025,121,17043,42089,1319,0.935309841659198,1633,2395392,Moorhead,CITY,659459,14,Clay,46200,96407.023830599995563,937,1632,96407.023830593112507,57459565.459555476903915,UNIQU_1632
UNIQU_1633,0,249,923,98990,4411,59,0.992001490939674,1634,664955,Melville,TOWNSHIP,659510,65,Renville,192,38759.233222100003331,1005,1633,38759.233222064744041,94161389.907985344529152,UNIQU_1633
UNIQU_1634,0,468,2607,538,152216,9509,0.930479381630357,1635,2395345,Minneapolis,CITY,659472,27,Hennepin,436934,61006.932956600001489,1039,1634,61006.932956556229328,148697425.965870201587677,UNIQU_1634
UNIQU_1635,0,936,1249,105236,4795,0,0.985814857061382,1636,665007,Moltke,TOWNSHIP,659516,72,Sibley,267,40230.822789400001056,1859,1635,40230.822789391764672,100988070.997710734605789,UNIQU_1635
UNIQU_1636,0,2981,3185,1742,2745,607,0.538108348134991,1637,2395093,Menahga,CITY,659524,80,Wadena,1353,12801.965457000000242,568,1636,12801.965456988944425,10132051.958441877737641,UNIQU_1636
UNIQU_1637,0,21,330,22,182,135,0.490000000000000,1638,2395346,Minneiska,CITY,659529,85,Winona,48,4002.569656359999954,1024,1637,4002.569656358550674,619905.309055973659270,UNIQU_1637
UNIQU_1638,0,1587,53681,42702,4168,565,0.666982463998131,1639,665008,Money Creek,TOWNSHIP,659473,28,Houston,584,46477.835121099997195,2578,1638,46477.835121060896199,92464223.798545822501183,UNIQU_1638
UNIQU_1639,0,28,127,0,440,40,0.777322834645669,1640,2395096,Mendota,CITY,659464,19,Dakota,195,4743.038766839999880,983,1639,4743.038766835822571,574104.854059911100194,UNIQU_1639
UNIQU_1640,0,12524,9454,8351,2323,18803,0.305276455154990,1641,664988,Minneiska,TOWNSHIP,659523,79,Wabasha,187,31322.896670800000720,1200,1640,31322.896670806632756,46346209.651861205697060,UNIQU_1640
UNIQU_1641,0,240,51,30098,3115,94,0.989862491814989,1642,665020,Moorhead,TOWNSHIP,659459,14,Clay,177,64516.010860299997148,1769,1641,64516.010860294794838,30297100.250696722418070,UNIQU_1641
UNIQU_1642,0,1283,1908,90168,3881,606,0.970305377838644,1643,665009,Monroe,TOWNSHIP,659487,42,Lyon,174,57304.982829799999308,2551,1642,57304.982829839202168,88042182.534290045499802,UNIQU_1642
UNIQU_1643,0,2,583,45,210,1266,0.231908831908832,1644,2395346,Minneiska,CITY,659523,79,Wabasha,51,7398.335241609999684,1659,1643,7398.335241606813725,1887120.059329951880500,UNIQU_1643
UNIQU_1644,0,2443,2182,344,21580,2685,0.788161045358145,1645,2395097,Mendota Heights,CITY,659464,19,Dakota,11658,31993.635263000000123,760,1644,31993.635263049225614,26280254.490813829004765,UNIQU_1644
UNIQU_1645,0,21699,3498,76561,3336,15,0.794090896117364,1646,665021,Moose,TOWNSHIP,659513,68,Roseau,110,38964.319711399999505,2566,1645,38964.319711356103653,94603334.066088855266571,UNIQU_1645
UNIQU_1646,0,10050,1597,138526,5592,245,0.934310621114031,1647,665010,Monson,TOWNSHIP,659522,78,Traverse,109,49108.154833699998562,2443,1646,49108.154833728316589,140498849.214423924684525,UNIQU_1646
UNIQU_1647,0,17044,50310,21423,2572,1210,0.495072332242137,1648,665022,Moose Creek,TOWNSHIP,659460,15,Clearwater,270,36543.573341700001038,653,1647,36543.573341681600141,83309305.342430964112282,UNIQU_1647
UNIQU_1648,0,2320,10212,76740,5394,124,0.912024475155607,1649,664989,Minneola,TOWNSHIP,659470,25,Goodhue,631,50376.312024899998505,1279,1648,50376.312024892176851,85283402.388277992606163,UNIQU_1648
UNIQU_1649,0,1096,651,2801,1116,0,0.756885593220339,1650,2395100,Mentor,CITY,659505,60,Polk,104,9607.152279829999316,1628,1649,9607.152279831196211,5104938.507920682430267,UNIQU_1649
UNIQU_1650,0,37389,45090,3619,3716,14003,0.280396274213279,1651,665023,Moose Lake,TOWNSHIP,659449,04,Beltrami,275,38717.370329500001390,519,1650,38717.370329505909467,93419027.399163439869881,UNIQU_1650
UNIQU_1651,0,1643,361,3171,8440,214,0.861935063995951,1652,2395377,Montevideo,CITY,659457,12,Chippewa,5513,29027.745303899999271,1271,1651,29027.745303939824225,12443385.434510387480259,UNIQU_1651
UNIQU_1652,0,10963,4569,77291,4097,7206,0.809710350921000,1653,664990,Minneota,TOWNSHIP,659477,32,Jackson,223,38799.610787899997376,66,1652,38799.610787919780705,93745286.155515447258949,UNIQU_1652
UNIQU_1653,0,491,2307,95625,5319,45,0.981971730563558,1654,664960,Meriden,TOWNSHIP,659518,74,Steele,629,38665.506883399997605,1423,1653,38665.506883437839861,93360498.425382077693939,UNIQU_1653
UNIQU_1654,0,311,40,1480,2244,0,0.925423312883436,1655,2395348,Minneota,CITY,659487,42,Lyon,1365,9380.353247450000708,2183,1654,9380.353247445866145,3671200.433937190566212,UNIQU_1654
UNIQU_1655,0,716,2121,96313,4224,42,0.981057089812021,1656,664961,Merton,TOWNSHIP,659518,74,Steele,363,38553.838603399999556,886,1655,38553.838603394651727,92939045.769163191318512,UNIQU_1655
UNIQU_1656,0,210,292,2350,4303,13,0.947377232142857,1657,2395381,Montgomery,CITY,659485,40,Le Sueur,3504,25534.784140499999921,501,1656,25534.784140456486057,6462689.275012312456965,UNIQU_1656
UNIQU_1657,0,45,46,8,666,2,0.908604954367666,1658,664992,Minnesota City,CITY,659529,85,Winona,201,4251.804838899999595,1996,1657,4251.804838896448928,680777.219268075190485,UNIQU_1657
UNIQU_1658,0,5156,8457,76363,5073,2680,0.873173776463486,1659,665013,Montgomery,TOWNSHIP,659485,40,Le Sueur,718,56521.658571699997992,1816,1658,56521.658571655309061,87934016.008012846112251,UNIQU_1658
UNIQU_1659,0,6876,8133,67881,5384,2233,0.853036781685395,1660,664993,Minnesota Falls,TOWNSHIP,659531,87,Yellow Medicine,344,46602.901111099999980,2188,1659,46602.901111139173736,81447676.988565459847450,UNIQU_1659
UNIQU_1660,0,31460,5025,68014,3785,4,0.710651226359338,1661,664962,Mickinock,TOWNSHIP,659513,68,Roseau,268,39633.104575999997905,1107,1660,39633.104576003577677,97461713.298153609037399,UNIQU_1660
UNIQU_1661,0,11504,16187,63844,11477,11692,0.723132584739852,1662,665015,Monticello,TOWNSHIP,659530,86,Wright,3353,86642.801474399995641,930,1661,86642.801474441075698,103212562.186883360147476,UNIQU_1661
UNIQU_1662,0,4934,1129,82312,3819,5507,0.891249833676216,1663,664995,Minnesota Lake,TOWNSHIP,659467,22,Faribault,169,41934.313794200003031,200,1662,41934.313794237285038,87896625.028443038463593,UNIQU_1662
UNIQU_1663,0,2779,681,92494,4158,67,0.970286187723974,1664,664964,Middle River,TOWNSHIP,659489,45,Marshall,77,46850.191324799998256,587,1663,46850.191324784391327,90162825.876940414309502,UNIQU_1663
UNIQU_1664,0,2072,2684,787,3272,1573,0.514035425490951,1665,2395395,Moose Lake,CITY,659454,09,Carlton,2824,24699.793899200001761,1937,1664,24699.793899210264499,9326480.847934177145362,UNIQU_1664
UNIQU_1665,0,13,12,44,110,35,0.748130841121495,1666,2395349,Minnesota Lake,CITY,659452,07,Blue Earth,5,3528.149309110000104,676,1665,3528.149309108587204,197782.974245549296029,UNIQU_1665
UNIQU_1666,0,149,46,609,660,0,0.889549180327869,1667,2395315,Middle River,CITY,659489,45,Marshall,310,4853.417049280000356,2378,1666,4853.417049278932609,1315508.442064141621813,UNIQU_1666
UNIQU_1667,0,556,93,2910,1306,1081,0.724655230406996,1668,2395349,Minnesota Lake,CITY,659467,22,Faribault,645,9742.335601239999960,1641,1667,9742.335601235627109,5332701.129061659798026,UNIQU_1667
UNIQU_1668,0,1019,2403,94947,3980,1514,0.962711456437808,1669,664965,Middletown,TOWNSHIP,659477,32,Jackson,212,38651.654842000003555,2099,1668,38651.654842038704373,93485633.712791040539742,UNIQU_1668
UNIQU_1669,0,5980,3181,507,68341,5665,0.845165762363458,1670,2395350,Minnetonka,CITY,659472,27,Hennepin,54474,61180.396749200001068,2035,1669,61180.396749221137725,75342125.025239855051041,UNIQU_1669
UNIQU_1670,0,9383,6373,74180,5918,5763,0.822554297017231,1671,664966,Middleville,TOWNSHIP,659530,86,Wright,1034,45996.164845200000855,1877,1670,45996.164845212893852,91475614.413762122392654,UNIQU_1670
UNIQU_1671,0,26820,72158,9274,1855,1751,0.381503334584920,1672,665026,Moose Lake,TOWNSHIP,659456,11,Cass,141,40122.883010700003069,2307,1671,40122.883010731966351,100658202.682373985648155,UNIQU_1671
UNIQU_1672,0,1501,1168,90278,4649,1346,0.965659679408138,1673,664967,Midway,TOWNSHIP,659462,17,Cottonwood,225,48997.970990299996629,16,1672,48997.970990262314444,89069424.001400113105774,UNIQU_1672
UNIQU_1673,0,10,178,117,1005,52,0.876798825256975,1674,2395351,Minnetonka Beach,CITY,659472,27,Hennepin,547,7767.134198779999679,1341,1673,7767.134198783851389,1233058.690458505414426,UNIQU_1673
UNIQU_1674,0,38052,37562,12316,4861,2680,0.377151176797143,1675,665025,Moose Lake,TOWNSHIP,659454,09,Carlton,1028,79104.733292799995979,2659,1674,79104.733292787030223,85894890.087600827217102,UNIQU_1674
UNIQU_1675,0,49273,48899,5267,1187,410,0.294574241212537,1676,665027,Moose Park,TOWNSHIP,659476,31,Itasca,70,38872.904621200003021,782,1675,38872.904621166679135,94546915.230698809027672,UNIQU_1675
