LABEL,CLASS_0,CLASS_1,CLASS_2,CLASS_3,CLASS_4,CLASS_5,attractiveness,OBJECTID,GNIS_FEATU,FEATURE_NA,CTU_CLASS,COUNTY_GNI,COUNTY_COD,COUNTY_NAM,POPULATION,SHAPE_Leng,ORIG_FID,UNIQUE_ID,Shape_Length,Shape_Area,LABEL_1
UNIQU_0,0,5206,1286,84784,3717,7009,0.877786710064509,1,663375,Aastad,TOWNSHIP,659501,56,Otter Tail,195,38337.759214300000167,2485,0,38337.759214274839906,91800748.063318729400635,UNIQU_0
UNIQU_1,0,7135,4896,71613,6139,10291,0.803644303215620,2,663376,Acoma,TOWNSHIP,659491,43,McLeod,1152,39832.674864599997818,1290,1,39832.674864622713358,90093002.979645103216171,UNIQU_1
UNIQU_2,0,8293,6402,75721,4982,6622,0.824280533228779,3,663377,Acton,TOWNSHIP,659492,47,Meeker,383,43802.703945200002636,1833,2,43802.703945176865091,91813498.203564032912254,UNIQU_2
UNIQU_3,0,103,11,556,3185,0,0.974241245136187,4,2393879,Ada,CITY,659499,54,Norman,1773,10070.458413099999234,608,3,10070.458413067195579,3461070.265894209500402,UNIQU_3
UNIQU_4,0,43,438,1321,1080,0,0.895385149201943,5,2393881,Adams,CITY,659495,50,Mower,697,6454.094187800000327,425,4,6454.094187796566985,2607377.162853583693504,UNIQU_4
UNIQU_5,0,1596,3317,90476,5234,41,0.965552729873639,6,663380,Adams,TOWNSHIP,659495,50,Mower,439,45093.849720799997158,1450,5,45093.849720792270091,90646399.385831207036972,UNIQU_5
UNIQU_6,0,4236,679,91739,3683,2317,0.936322013754944,7,663382,Adrian,TOWNSHIP,659527,83,Watonwan,128,42302.755774199998996,110,6,42302.755774208606454,92389121.819961667060852,UNIQU_6
UNIQU_7,0,31,130,649,2451,6,0.965748393021120,8,2393884,Adrian,CITY,659498,53,Nobles,1211,14463.427169900000081,2175,7,14463.427169866501572,2938520.120188866276294,UNIQU_7
UNIQU_8,0,3772,23206,70099,4677,125,0.828783164342014,9,663383,Aetna,TOWNSHIP,659504,59,Pipestone,190,44650.477921400000923,2526,8,44650.477921390425763,91690737.835799038410187,UNIQU_8
UNIQU_9,0,991,28348,34759,8132,3532,0.717104881074945,10,2393887,Afton,CITY,659526,82,Washington,2983,38777.889558100003342,626,9,38777.889558123912138,68160045.614544302225113,UNIQU_9
UNIQU_10,0,58606,38103,4138,3090,42,0.272456938420258,11,663394,Alango,TOWNSHIP,662850,69,Saint Louis,289,38739.494657199997164,2493,10,38739.494657191185979,93536409.738423869013786,UNIQU_10
UNIQU_11,0,37418,1688,56642,3409,8139,0.600842529078437,12,663385,Agassiz,TOWNSHIP,659482,37,Lac qui Parle,91,50275.658550599997398,76,11,50275.658550598425791,96575008.557444363832474,UNIQU_11
UNIQU_12,0,69467,2641,51303,2614,1324,0.486223684520491,13,663386,Agder,TOWNSHIP,659489,45,Marshall,110,43421.182414100003371,1941,12,43421.182414064467594,114618771.255459770560265,UNIQU_12
UNIQU_13,0,29865,47403,13360,3086,8862,0.374295156761816,14,663395,Alaska,TOWNSHIP,659449,04,Beltrami,206,48361.155431999999564,647,13,48361.155431974635576,92310323.431859806180000,UNIQU_13
UNIQU_14,0,18225,4641,31341,2298,1168,0.647060149463354,15,663387,Agram,TOWNSHIP,659494,49,Morrison,550,28931.696872799999255,786,14,28931.696872775184602,51917766.988127239048481,UNIQU_14
UNIQU_15,0,2648,941,1187,3571,38,0.643911747167561,16,2393894,Aitkin,CITY,663198,01,Aitkin,2266,41176.159029100002954,12,15,41176.159029088150419,7570687.057845544070005,UNIQU_15
UNIQU_16,0,31379,14058,38993,5050,6971,0.547470736436118,17,663389,Aitkin,TOWNSHIP,663198,01,Aitkin,950,71042.821230999994441,1399,16,71042.821230951187317,86826767.773592621088028,UNIQU_16
UNIQU_17,0,6734,68252,11717,4821,7554,0.449264216072186,18,663391,Akeley,TOWNSHIP,659474,29,Hubbard,578,47163.681448600000294,535,17,47163.681448619849107,89177276.148678213357925,UNIQU_17
UNIQU_18,0,23,32,260,319,0,0.937066246056782,19,2393928,Alpha,CITY,659477,32,Jackson,106,5131.582336280000163,840,18,5131.582336281143398,561044.429713063407689,UNIQU_18
UNIQU_19,0,483,1419,1125,1136,120,0.671702077982722,20,2393895,Akeley,CITY,659474,29,Hubbard,426,8500.800978999999643,542,19,8500.800979002413442,3845927.537624790798873,UNIQU_19
UNIQU_20,0,17507,809,79668,3492,466,0.836105824880815,21,663393,Akron,TOWNSHIP,659528,84,Wilkin,132,38323.566495300001407,355,20,38323.566495284561825,91747628.801412791013718,UNIQU_20
UNIQU_21,0,2640,4484,93514,4082,155,0.950213110846246,22,663419,Alta Vista,TOWNSHIP,659486,41,Lincoln,162,38839.524867799998901,2325,21,38839.524867750973499,94391177.435646444559097,UNIQU_21
UNIQU_22,0,30910,1426,101138,5639,14450,0.719173238345174,23,663392,Akron,TOWNSHIP,659451,06,Big Stone,159,58312.219793900003424,2634,22,58312.219793914897309,138217269.107733607292175,UNIQU_22
UNIQU_23,0,1866,1509,92870,5050,197,0.972590943128522,24,663396,Alba,TOWNSHIP,659477,32,Jackson,167,38177.261395000001357,618,23,38177.261395011817513,91341397.258397638797760,UNIQU_23
UNIQU_24,0,7957,2923,85338,5280,2541,0.889886484875864,25,663420,Alton,TOWNSHIP,659525,81,Waseca,420,38688.943720800001756,663,24,38688.943720761730219,93664087.555265232920647,UNIQU_24
UNIQU_25,0,26869,13193,7621,2568,2292,0.345490360276345,26,663472,Atkinson,TOWNSHIP,659454,09,Carlton,417,29128.440872300001502,2150,25,29128.440872345945536,47111786.305631242692471,UNIQU_25
UNIQU_26,0,2817,19715,96662,4574,63,0.883492017346222,27,663421,Altona,TOWNSHIP,659504,59,Pipestone,121,42424.115159100001620,1898,26,42424.115159108143416,111471698.378073707222939,UNIQU_26
UNIQU_27,0,147,46,1170,4449,689,0.869420089217044,28,2393898,Albany,CITY,659517,73,Stearns,2837,23118.278199299998960,947,27,23118.278199345382745,5855013.500798163004220,UNIQU_27
UNIQU_28,0,4267,745,93711,3568,1743,0.942035296153181,29,663473,Atlanta,TOWNSHIP,659448,03,Becker,114,38673.320698099996662,2320,28,38673.320698143281334,93638052.655719205737114,UNIQU_28
UNIQU_29,0,258,22,656,1849,224,0.844001329345297,30,2394020,Atwater,CITY,659479,34,Kandiyohi,1137,13466.131733599999279,1555,29,13466.131733559011991,2724459.303153763059527,UNIQU_29
UNIQU_30,0,9955,6458,80822,7239,835,0.870198178693179,31,663398,Albany,TOWNSHIP,659517,73,Stearns,994,63235.093174699999508,2716,30,63235.093174650137371,94780502.701005071401596,UNIQU_30
UNIQU_31,0,13453,16571,56271,5592,9184,0.690966746148747,32,663476,Audubon,TOWNSHIP,659448,03,Becker,655,49759.822337099998549,755,31,49759.822337092940870,90962133.937384247779846,UNIQU_31
UNIQU_32,0,3794,2768,6008,25672,5398,0.760004582951421,33,2393902,Albert Lea,CITY,659469,24,Freeborn,18500,80885.970979999998235,2458,32,80885.970979970952612,39286200.208977766335011,UNIQU_32
UNIQU_33,0,21,940,6561,1023,12,0.930477971251607,34,2393941,Altura,CITY,659529,85,Winona,468,12791.519405799999731,2327,33,12791.519405785118579,7705248.586644304916263,UNIQU_33
UNIQU_34,0,249,33,850,870,109,0.832828043581241,35,2394027,Audubon,CITY,659448,03,Becker,557,11245.267718900000546,1812,34,11245.267718866827636,1894497.963638152927160,UNIQU_34
UNIQU_35,0,1242,1674,97799,3540,13,0.979522000997430,36,663477,Augsburg,TOWNSHIP,659489,45,Marshall,74,38750.666646600002423,0,35,38750.666646623321867,93841188.451672479510307,UNIQU_35
UNIQU_36,0,8,0,35,559,0,0.988039867109634,37,2393942,Alvarado,CITY,659489,45,Marshall,396,4423.633096100000330,1894,36,4423.633096103410026,544232.386339685996063,UNIQU_36
UNIQU_37,0,7081,5397,41931,5538,8774,0.732467513569360,38,663402,Albert Lea,TOWNSHIP,659469,24,Freeborn,603,86762.438316900006612,2718,37,86762.438316895189928,61813692.681715667247772,UNIQU_37
UNIQU_38,0,16478,450,61993,3038,611,0.809722659561584,39,663478,Augusta,TOWNSHIP,659482,37,Lac qui Parle,96,40067.220095099997707,2314,38,40067.220095098578895,74363461.717073783278465,UNIQU_38
UNIQU_39,0,325,5,182,251,1,0.611910994764398,40,2393903,Alberta,CITY,659519,75,Stevens,91,3753.711185229999955,426,39,3753.711185233205470,686556.066244423622265,UNIQU_39
UNIQU_40,0,13667,9227,75438,5244,66,0.827265973254086,41,663399,Alberta,TOWNSHIP,659450,05,Benton,813,42957.811700899997959,695,40,42957.811700922640739,93283093.945834130048752,UNIQU_40
UNIQU_41,0,56767,40724,1463,1622,1415,0.245622652979184,42,663424,Alvwood,TOWNSHIP,659476,31,Itasca,41,38494.899132799997460,1931,41,38494.899132780243235,91768750.735727190971375,UNIQU_41
UNIQU_42,0,848,162,2556,9119,754,0.879872014286777,43,2393904,Albertville,CITY,659530,86,Wright,8220,15877.254501699999309,2721,42,15877.254501664034251,12111482.039814511314034,UNIQU_42
UNIQU_43,0,103936,92820,5,4835,5212,0.253189431743453,44,663479,Ault,TOWNSHIP,662850,69,Saint Louis,136,58119.267760599999747,1565,43,58119.267760639071639,186169267.653651833534241,UNIQU_43
UNIQU_44,0,4724,646,88906,4592,3385,0.921526018796515,45,663404,Albin,TOWNSHIP,659453,08,Brown,310,38406.647020600001269,87,44,38406.647020596436050,92029844.113665819168091,UNIQU_44
UNIQU_45,0,5524,32596,43472,4361,1845,0.699603635618123,46,663425,Amador,TOWNSHIP,659458,13,Chisago,890,38154.232563899997331,586,45,38154.232563878693327,79044041.659943804144859,UNIQU_45
UNIQU_46,0,1246,490,1089,1005,10,0.628802083333333,47,2394049,Badger,CITY,659513,68,Roseau,453,9809.612385579999682,485,46,9809.612385583244759,3466421.325560555327684,UNIQU_46
UNIQU_47,0,9106,7034,70627,6288,8968,0.790402164217872,48,663405,Albion,TOWNSHIP,659530,86,Wright,1311,38439.669696999997541,1038,47,38439.669696985562041,91774054.015804797410965,UNIQU_47
UNIQU_48,0,6955,13422,62490,6262,12316,0.737506037754448,49,663480,Aurdal,TOWNSHIP,659501,56,Otter Tail,1529,40737.454105299999355,1899,48,40737.454105330347375,91300817.819213688373566,UNIQU_48
UNIQU_49,0,65656,28201,2685,2617,2034,0.228751000563280,50,663406,Alborn,TOWNSHIP,662850,69,Saint Louis,423,38278.824647200002801,412,49,38278.824647168861702,91022999.287600725889206,UNIQU_49
UNIQU_50,0,0,0,131,775,0,1.000000000000000,51,2393945,Amboy,CITY,659452,07,Blue Earth,537,7135.719813310000063,109,50,7135.719813305063326,802575.114279839559458,UNIQU_50
UNIQU_51,0,38901,60408,683,2289,325,0.302373155565951,52,663409,Alden,TOWNSHIP,662850,69,Saint Louis,200,38474.771138600000995,267,51,38474.771138594871445,92322970.918556734919548,UNIQU_51
UNIQU_52,0,4980,7478,85894,5039,276,0.910822151697261,53,663481,Aurora,TOWNSHIP,659518,74,Steele,534,38641.597304000002623,178,52,38641.597304019647709,93283463.237558424472809,UNIQU_52
UNIQU_53,0,32458,7623,58478,4067,1460,0.661376169705820,54,663490,Badger,TOWNSHIP,659505,60,Polk,122,38719.685629899999185,1134,53,38719.685629865249211,93677500.676253706216812,UNIQU_53
UNIQU_54,0,626,1256,94679,4763,144,0.985601371861079,55,663408,Alden,TOWNSHIP,659469,24,Freeborn,281,41861.658885999997437,590,54,41861.658886001059727,91320895.773142516613007,UNIQU_54
UNIQU_55,0,389,1648,96160,3981,112,0.985815817772998,56,663427,Amboy,TOWNSHIP,659462,17,Cottonwood,149,43088.888936800001829,1674,55,43088.888936812450993,92059863.220921963453293,UNIQU_55
UNIQU_56,0,2681,559,96165,3844,210,0.971406064238007,57,663526,Baxter,TOWNSHIP,659482,37,Lac qui Parle,170,38605.711912099999608,1961,56,38605.711912103099166,93113029.526769429445267,UNIQU_56
UNIQU_57,0,17,48,1441,1311,94,0.952559257986946,58,2393910,Alden,CITY,659469,24,Freeborn,579,6441.825978339999892,1528,57,6441.825978336679327,2601389.508289188146591,UNIQU_57
UNIQU_58,0,1716,5124,27,3414,937,0.504742378320556,59,2394032,Aurora,CITY,662850,69,Saint Louis,1638,12730.888790999999401,2075,58,12730.888790995739328,10097459.715791447088122,UNIQU_58
UNIQU_59,0,29990,5619,58716,4660,93,0.692611881547871,60,663411,Aldrich,TOWNSHIP,659524,80,Wadena,448,49243.800613400002476,30,59,49243.800613366576727,89175980.604138359427452,UNIQU_59
UNIQU_60,0,4008,2314,69011,5311,286,0.934738663042135,61,663483,Austin,TOWNSHIP,659495,50,Mower,888,55002.226358899999468,593,60,55002.226358887659444,72922778.292392820119858,UNIQU_60
UNIQU_61,0,18891,14217,3150,18380,5957,0.480335011139533,62,2394086,Baxter,CITY,659463,18,Crow Wing,9030,41737.409168500002124,2225,61,41737.409168457044871,54581126.565282247960567,UNIQU_61
UNIQU_62,0,58,19456,78616,4819,16,0.885963191375710,63,663428,Amherst,TOWNSHIP,659468,23,Fillmore,432,38524.358204600001045,623,62,38524.358204591226240,92670157.674083203077316,UNIQU_62
UNIQU_63,0,394,277,426,324,0,0.633497536945813,64,2393913,Aldrich,CITY,659524,80,Wadena,35,4938.777542689999791,1428,63,4938.777542685579647,1282343.040885049151257,UNIQU_63
UNIQU_64,0,36622,49615,13203,3201,1989,0.381460384211029,65,663492,Badoura,TOWNSHIP,659474,29,Hubbard,163,38838.733954700001050,981,64,38838.733954692019324,94184622.935394704341888,UNIQU_64
UNIQU_65,0,7200,1918,90819,4244,299,0.924102220520674,66,663429,Amiret,TOWNSHIP,659487,42,Lyon,194,38772.290190200001234,2306,65,38772.290190203340899,94027441.368099138140678,UNIQU_65
UNIQU_66,0,25879,37972,6639,7923,25820,0.310253950284459,67,663527,Bay Lake,TOWNSHIP,659463,18,Crow Wing,967,38774.321927600001800,2554,66,38774.321927645432879,93790687.379014447331429,UNIQU_66
UNIQU_67,0,2768,4763,15123,26651,8911,0.755050158032156,68,2393918,Alexandria,CITY,659466,21,Douglas,15263,71747.452943600001163,1381,67,71747.452943587573827,52377260.098496563732624,UNIQU_67
UNIQU_68,0,3080,1780,6623,26598,361,0.890718484990375,69,2394037,Austin,CITY,659495,50,Mower,26626,65975.455017999993288,1390,68,65975.455018010179629,34542138.977325119078159,UNIQU_68
UNIQU_69,0,1373,917,578,3279,163,0.691141045958796,70,2394051,Bagley,CITY,659460,15,Clearwater,1299,18925.382596700001159,2100,69,18925.382596705163451,5669230.039601542055607,UNIQU_69
UNIQU_70,0,101,744,691,3602,125,0.874159224776743,71,2394090,Bayport,CITY,659526,82,Washington,3691,13757.371989999999641,733,70,13757.371990030529560,4727042.518730915151536,UNIQU_70
UNIQU_71,0,3055,3330,91982,3807,842,0.945741438223189,72,663430,Amo,TOWNSHIP,659462,17,Cottonwood,123,38536.510753199996543,2703,71,38536.510753202615888,92711555.923625841736794,UNIQU_71
UNIQU_72,0,4593,608,92184,3921,1334,0.943175175370226,73,663494,Baker,TOWNSHIP,659519,75,Stevens,99,43241.108028599999670,906,72,43241.108028609851317,92370089.533516496419907,UNIQU_72
UNIQU_73,0,47493,40550,14091,2225,135,0.356817616322468,74,663484,Automba,TOWNSHIP,659454,09,Carlton,166,38730.212959500000579,1627,73,38730.212959531134402,94065069.996951073408127,UNIQU_73
UNIQU_74,0,16046,12224,33935,4067,34600,0.441115473074788,75,663431,Amor,TOWNSHIP,659501,56,Otter Tail,492,38112.904525099998864,2450,74,38112.904525066842325,90788751.608909666538239,UNIQU_74
UNIQU_75,0,444,5580,11943,5349,2862,0.747513179005272,76,663529,Baytown,TOWNSHIP,659526,82,Washington,2115,33754.755747000002884,1700,75,33754.755747002069256,23606033.746607169508934,UNIQU_75
UNIQU_76,0,4734,7642,35369,7115,6228,0.753244499738083,77,663413,Alexandria,TOWNSHIP,659466,21,Douglas,3099,38901.402800600000774,2049,76,38901.402800649062556,54983958.710818201303482,UNIQU_76
UNIQU_77,0,132,63,2294,1582,484,0.859363336992316,78,2394053,Balaton,CITY,659487,42,Lyon,593,9140.621396219999951,1480,77,9140.621396218866721,4095927.913161676377058,UNIQU_77
UNIQU_78,0,67,30,2113,810,687,0.793552738063124,79,2394041,Avoca,CITY,659496,51,Murray,114,7851.106810690000202,1295,78,7851.106810693368971,3343632.745876356493682,UNIQU_78
UNIQU_79,0,20450,55508,10347,2313,4244,0.397452133273029,80,663530,Bear Creek,TOWNSHIP,659460,15,Clearwater,117,36690.261671100000967,1975,79,36690.261671128144371,83567673.896796450018883,UNIQU_79
UNIQU_80,0,1887,120,94920,4999,18,0.982458016165738,81,663433,Andover,TOWNSHIP,659505,60,Polk,105,40321.663815300002170,2013,80,40321.663815335370600,91751605.930055856704712,UNIQU_80
UNIQU_81,0,1514,891,94301,3837,318,0.978037100564143,82,663414,Alfsborg,TOWNSHIP,659516,72,Sibley,315,41768.339753799999016,2613,81,41768.339753825814114,90746023.214308932423592,UNIQU_81
UNIQU_82,0,8285,5997,85569,4157,389,0.890382865408010,83,663531,Bear Park,TOWNSHIP,659499,54,Norman,184,38721.060153799997352,2585,82,38721.060153843114676,93957352.138746231794357,UNIQU_82
UNIQU_83,0,1555,398,98677,3935,37,0.983984053842183,84,663415,Alliance,TOWNSHIP,659459,14,Clay,197,38771.578132700000424,322,83,38771.578132698152331,94139938.797307148575783,UNIQU_83
UNIQU_84,0,10,3,656,685,12,0.983308931185944,85,2394095,Beardsley,CITY,659451,06,Big Stone,221,4949.047799169999962,1749,84,4949.047799172120904,1224557.083326730644330,UNIQU_84
UNIQU_85,0,21002,17714,43260,13721,3946,0.664038617865781,86,2832429,Baldwin,CITY,659515,71,Sherburne,7043,55768.609236199998122,737,85,55768.609236202202737,89685125.052865266799927,UNIQU_85
UNIQU_86,0,21209,17658,21559,38135,1681,0.687118174018874,87,2393954,Andover,CITY,659447,02,Anoka,32822,45709.200306899998395,2512,86,45709.200306884784368,90218135.311482027173042,UNIQU_86
UNIQU_87,0,564,510,1094,2457,141,0.799706252622744,88,2394043,Avon,CITY,659517,73,Stearns,1667,28323.790774299999612,848,87,28323.790774346041871,4279671.367248828522861,UNIQU_87
UNIQU_88,0,2540,1571,96929,3825,63,0.968629917657822,89,663416,Alma,TOWNSHIP,659489,45,Marshall,77,38892.099055300001055,1882,88,38892.099055324557412,94436526.526392579078674,UNIQU_88
UNIQU_89,0,90155,111293,419,4151,3985,0.276675571301362,90,663532,Bearville,TOWNSHIP,659476,31,Itasca,196,61126.368183899998257,2598,89,61126.368183883998427,189013717.667195498943329,UNIQU_89
UNIQU_90,0,5749,1296,80054,3662,9486,0.846003371671970,91,663417,Almond,TOWNSHIP,659451,06,Big Stone,104,46427.880881199998839,1009,90,46427.880881233184482,90217161.823988243937492,UNIQU_90
UNIQU_91,0,61465,118507,209,6224,42599,0.261926865906272,92,663533,Beatty,TOWNSHIP,662850,69,Saint Louis,426,61535.088386099996569,490,91,61535.088386055802403,206156892.016709476709366,UNIQU_91
UNIQU_92,0,63690,108307,2332,10028,5366,0.327065247755939,93,663497,Balkan,TOWNSHIP,662850,69,Saint Louis,781,71234.464979900003527,1993,92,71234.464979865661007,170727323.674902468919754,UNIQU_92
UNIQU_93,0,2620,246,95337,3880,8,0.975378828692049,94,663434,Andrea,TOWNSHIP,659528,84,Wilkin,59,38355.688126200002444,1303,93,38355.688126164634014,91884117.392519906163216,UNIQU_93
UNIQU_94,0,38719,58660,2669,4380,390,0.328043847430785,95,663435,Angora,TOWNSHIP,662850,69,Saint Louis,217,38945.878648899997643,2243,94,38945.878648870297184,94366271.933701187372208,UNIQU_94
UNIQU_95,0,51717,36961,6433,3162,3303,0.290926006143183,96,663498,Ball Bluff,TOWNSHIP,663198,01,Aitkin,278,38301.247876900000847,1435,95,38301.247876898727554,91480572.370224446058273,UNIQU_95
UNIQU_96,0,59381,138462,2717,8805,30240,0.304020784207341,97,663500,Balsam,TOWNSHIP,659476,31,Itasca,596,64104.591584399997373,308,96,64104.591584386958857,215631002.315681189298630,UNIQU_96
UNIQU_97,0,274,493,99026,4031,19,0.994593761736468,98,663436,Angus,TOWNSHIP,659505,60,Polk,88,38680.011449300000095,1313,97,38680.011449343073764,93462036.818496152758598,UNIQU_97
UNIQU_98,0,8776,2342,87252,4280,915,0.901331530922609,99,663534,Beauford,TOWNSHIP,659452,07,Blue Earth,376,38595.887775100003637,1699,98,38595.887775093207892,93219853.429517209529877,UNIQU_98
UNIQU_99,0,15968,22386,45154,7389,7545,0.640927652831109,100,663487,Avon,TOWNSHIP,659517,73,Stearns,2084,66936.032558100007009,2615,99,66936.032558088132646,88587656.627713829278946,UNIQU_99
UNIQU_100,0,58431,42899,649,1359,2430,0.236467551622419,101,663499,Balsam,TOWNSHIP,663198,01,Aitkin,33,38988.130122199996549,682,100,38988.130122231195855,95179433.189577639102936,UNIQU_100
UNIQU_101,0,19884,35452,39830,2199,5272,0.567029433829905,102,663535,Beaulieu,TOWNSHIP,659488,44,Mahnomen,124,38472.701971900001809,211,101,38472.701971941191005,92369260.025785669684410,UNIQU_101
UNIQU_102,0,1799,2317,95918,4041,1,0.971075944502095,103,663437,Ann,TOWNSHIP,659462,17,Cottonwood,154,38737.194978100000299,2286,102,38737.194978050618374,93656979.057517006993294,UNIQU_102
UNIQU_103,0,54101,43606,1875,1756,178,0.260880058315930,104,663536,Beaver,TOWNSHIP,663198,01,Aitkin,67,38288.647410500001570,1014,103,38288.647410458768718,91359506.560945704579353,UNIQU_103
UNIQU_104,0,1383,4973,81603,7764,118,0.954648845483666,105,663501,Bancroft,TOWNSHIP,659469,24,Freeborn,797,55752.792748400002893,1515,104,55752.792748438572744,86229437.415146455168724,UNIQU_104
UNIQU_105,0,1941,6791,90364,4773,90,0.943136236400889,106,663537,Beaver,TOWNSHIP,659468,23,Fillmore,212,38670.213509300003352,2215,105,38670.213509287372290,93590419.820423096418381,UNIQU_105
UNIQU_106,0,22660,56270,10106,2236,2202,0.397072982861544,107,663439,Ann Lake,TOWNSHIP,659478,33,Kanabec,423,36847.027313899998262,2001,106,36847.027313902035530,84181362.622066885232925,UNIQU_106
UNIQU_107,0,76014,5982,17714,2164,637,0.291404824848065,108,663538,Beaver,TOWNSHIP,659513,68,Roseau,98,38355.654557200003183,2604,107,38355.654557247064076,92265515.382559150457382,UNIQU_107
UNIQU_108,0,283,796,99908,4161,2,0.993016642891108,109,663502,Bandon,TOWNSHIP,659510,65,Renville,136,38920.466114800001378,923,108,38920.466114809489227,94635922.469181030988693,UNIQU_108
UNIQU_109,0,847,623,2524,5214,78,0.869254792160241,110,2393962,Annandale,CITY,659530,86,Wright,3441,26993.804147999999259,56,109,26993.804148028539203,8355435.650972670875490,UNIQU_109
UNIQU_110,0,108292,271950,1019,11065,11033,0.326491289397286,111,663540,Beaver Bay,TOWNSHIP,659484,38,Lake,534,136482.252376999997068,1538,110,136482.252377034281380,363056823.299114048480988,UNIQU_110
UNIQU_111,0,16426,1156,78693,3476,1455,0.832697666146276,112,663503,Bangor,TOWNSHIP,659506,61,Pope,166,42214.967052200001490,745,111,42214.967052187348600,91083838.782337799668312,UNIQU_111
UNIQU_112,0,137435,133858,464,26572,8845,0.307066027723701,113,2394047,Babbitt,CITY,662850,69,Saint Louis,1389,77233.656008599995403,453,112,77233.656008601232315,276449690.164551496505737,UNIQU_112
UNIQU_113,0,1632,5253,18883,9925,1584,0.833554202323148,114,2394103,Becker,CITY,659515,71,Sherburne,5034,64091.691486600000644,814,113,64091.691486583411461,33554930.290635056793690,UNIQU_113
UNIQU_114,0,1074,807,796,16496,1305,0.865426311163200,115,2393964,Anoka,CITY,659447,02,Anoka,18127,24392.455469600001379,82,114,24392.455469560496567,18424371.445965826511383,UNIQU_114
UNIQU_115,0,403,1116,97777,4658,29,0.989793523941414,116,663504,Barber,TOWNSHIP,659467,22,Faribault,234,38672.998557799997798,2382,115,38672.998557775150402,93594766.603864967823029,UNIQU_115
UNIQU_116,0,266,250,474,673,51,0.743057176196033,117,2394048,Backus,CITY,659456,11,Cass,266,9680.271054670000012,2170,116,9680.271054669812656,1544540.826013370417058,UNIQU_116
UNIQU_117,0,36511,42870,21481,1679,576,0.426303131394435,118,663441,Ansel,TOWNSHIP,659456,11,Cass,74,38575.670849299996917,1635,117,38575.670849264024582,92807473.362345889210701,UNIQU_117
UNIQU_118,0,23210,33216,79838,12300,1361,0.718661997665499,119,663546,Becker,TOWNSHIP,659515,71,Sherburne,5673,96025.402599599998211,1133,118,96025.402599551962339,134797102.830964535474777,UNIQU_118
UNIQU_119,0,3,1491,2,766,26,0.596459790209790,120,2394099,Beaver Bay,CITY,659484,38,Lake,126,8661.612693729999592,2572,119,8661.612693727094666,2067927.136562139727175,UNIQU_119
UNIQU_120,0,13844,19892,4599,2358,2326,0.378860503498454,121,663505,Barclay,TOWNSHIP,659456,11,Cass,534,45012.839857300001313,2369,120,45012.839857253020455,38720077.651757583022118,UNIQU_120
UNIQU_121,0,1537,280,97444,4304,21,0.984821307898751,122,663442,Anthony,TOWNSHIP,659499,54,Norman,67,38623.374861099997361,1850,121,38623.374861052565393,93228963.479363203048706,UNIQU_121
UNIQU_122,0,14,191,686,577,2,0.912108843537415,123,2394101,Beaver Creek,CITY,659512,67,Rock,284,4880.352142460000323,2233,122,4880.352142456134970,1323443.370388366980478,UNIQU_122
UNIQU_123,0,2390,978,94811,4517,298,0.970524496572616,124,663443,Antrim,TOWNSHIP,659527,83,Watonwan,249,41968.280728500001715,1997,123,41968.280728506695596,92683670.266687631607056,UNIQU_123
UNIQU_124,0,1124,2036,128589,6979,57,0.983498216666066,125,663542,Beaver Creek,TOWNSHIP,659512,67,Rock,392,50280.885736199998064,2605,124,50280.885736225987785,124922342.368359372019768,UNIQU_124
UNIQU_125,0,48251,27369,26162,3357,1762,0.423678917877288,126,663544,Becker,TOWNSHIP,659456,11,Cass,491,47034.971788499999093,2560,125,47034.971788534887310,96179160.179282262921333,UNIQU_125
UNIQU_126,0,7368,766,88739,5559,89,0.929967518849797,127,663507,Barnesville,TOWNSHIP,659459,14,Clay,183,41196.216113599999517,1709,126,41196.216113585294806,92265292.035468757152557,UNIQU_126
UNIQU_127,0,6616,9480,56835,4166,1039,0.837700931708815,128,663543,Beaver Falls,TOWNSHIP,659510,65,Renville,209,43094.326646000001347,2352,127,43094.326645991059195,70315331.597298622131348,UNIQU_127
UNIQU_128,0,16,0,456,375,0,0.982998819362456,129,2394107,Bejou,CITY,659488,44,Mahnomen,87,4257.900301800000307,892,128,4257.900301799244517,742429.662392751895823,UNIQU_128
UNIQU_129,0,657,64,1495,3267,327,0.835335628227195,130,2394065,Barnesville,CITY,659459,14,Clay,2858,13852.506739200000084,2538,129,13852.506739165055478,5226076.133003408089280,UNIQU_129
UNIQU_130,0,151,3631,1868,43508,1476,0.925139234506458,131,2393967,Apple Valley,CITY,659464,19,Dakota,55673,28063.440262600001006,699,130,28063.440262596406683,45563719.023816071450710,UNIQU_130
UNIQU_131,0,17912,3725,83118,2620,337,0.826455733808675,132,663548,Bejou,TOWNSHIP,659488,44,Mahnomen,81,43784.112683500003186,1846,131,43784.112683472812932,96962475.907551035284996,UNIQU_131
UNIQU_132,0,11820,5384,85102,4161,2,0.869723581511989,133,663508,Barnett,TOWNSHIP,659513,68,Roseau,130,39055.940877200002433,2190,132,39055.940877196517249,95838061.713751867413521,UNIQU_132
UNIQU_133,0,27210,1567,55540,4593,2993,0.690736972677715,134,663445,Appleton,TOWNSHIP,659520,76,Swift,198,51354.750158199996804,298,133,51354.750158226765052,82708883.310292974114418,UNIQU_133
